reviewer_name,review_date,review_content
Mehdi Chebbah,25-Nov,"Amazing stay, amazing location and the stuff are just incredibly respectful and welcoming, especially the Saudis ones, machallah such a level of hospitality communication and treatment. Special shout out to Mohamed Samir for the amazing breakfast vibes, beautiful smile and the amazing way approach to me and my wife, this gives us a sense that management at this hotel is very selective in choosing people who represents this hotel, Thank you everyone Insider tip: The location is amazing 4-6 min max and you are at haram walking, by golf car and small buss provided by hotel its even less"
Mikael S,25-Nov,Excellent service specially in restaurant all the staff is friendly and very helpful specially Samir Mohammad in the restaurant. Thanks Marriot keep up the good work. Insider tip: Excellent service Value Rooms Location Cleanliness Service Sleep Quality
Usman Q,25-Nov,We had a wonderful stay at Marriott on our Umrah Trip. Everything was up to the mark especially the cleanliness of the hotel. Very near to holy mosque but the best thing is they have 24/7 super efficient shuttle service to holy mosque for those who don’t want to walk. Overall wonderful experience and highly recommended.
Fahmi,25-Nov,Great experience when staying here during umrah with my family. Masya Allah the services and hospitality. Especially Merhama at executive lounge who was give excellent service to us. And Najd and his friends/supervisors who handle us when check in. Insider tip: They have golf carts and buses to deliver us to spot that near haram. Value Rooms Location Cleanliness Service Sleep Quality
Hafez A,25-Nov,"A very good location, golf ?? to and from al Haram,that is a brilliant idea. A very friendly atmosphere. Always clean rooms and lobby. I would like to express my gratitude to all people who work in the restaurant, begin with the receptionist Afrah, who receivespeople smiling, the young man who makes the delicious omelette, the responsible who always present in place supervising and ask if everything OK is ??. It's more than OK, it's exceptionally good. I had breakfast now for the third day, and I can tell you that every thing I ate was perfect. The idea that I can eat foul and prepare it myself, with falafel and Fried eggplant,with pickles is an great idea Insider tip: I highly recommend this wonderful Marriott hotel in Makka. Value Rooms Location Cleanliness Service Sleep Quality"
Ahmad A,25-Nov,"Peace be upon you, God's mercy and blessings, Thank you so much and thank God so much. It was a very nice experience both in the hotel''s location and close to the field or from transportation by golf car. and accessibility to and from. What was more important was the quietness and the restaurant at the Mount Omar Marriott Hotel. The food was delicious and wonderful and more than that, the great attitude of the people, namely, samir, samir, Mohamed, and hamdar, were very pleasant and kind, smiling and doing their best to serve the guests. And you slept well, well, well Thank you so much"
Yasser S,25-Nov,"Great Service, specially by Mamun Rasheed in Olive restaurant. Karak tea was amazing as well as custom made omellete. Thanks a lot"
Yaaseen,25-Nov,"The stay was excellent. Saud at reception was very polite, and Mamanur at breakfast was outstanding with his service and very friendly. The shuttle cart service is also fantastic."
Jamila K,25-Nov,The customer service here has been brilliant. A big shoutout to Mamunur Rashid and Saud for being so accommodating towards my husband and I.
Fearless32960836158,25-Nov,"""Very excellent services, beautiful, quiet and cozy hotel, more beautiful amenities, clean and pleasant room staff, top-notch service that welcomes you and their desire to keep you comfortable and safe, diverse breakfast, very high-end staff and high ethics, thank you all and special thanks to Mr. Mamunwz Rashid Value Rooms Location Cleanliness Service Sleep Quality"
Mohamed B,25-Nov,Top nice breakfast Service and breakfast are delicious even waitresses are good always available and always present Value Rooms Location Cleanliness Service Sleep Quality
Mfayoumi,25-Nov,"A great service by Mamunur he is an amazing person so attentive and quick is service, he spares no effort to please the guests"
Mohammad B,25-Nov,Samir Mohammad came with tea coffee every morning at the olive restaurant a great smile excellent and exceptional service Value Rooms Location Cleanliness Service Sleep Quality
Getaway08592782621,25-Nov,"First experience of this hotel was very pleased with its outstanding service, welcoming, cleanliness, choice of colors and coordination and then after the performance of a lifetime we decided to have coffee, Miss A welcomed us with a beautiful smile, excellent service and gave us everything good and coffee with a tasty flavor All thanks and appreciation to the Marriott Hotel and Lance A Team For God loves and loves you Value Rooms Location Cleanliness Service Sleep Quality"
Sunshine44087740544,25-Nov,"We arrived after all the time and we had time to have a good meal, Miss Aai greeted us with her beautiful and comfortable smile and served us a meal and it was indeed a memorable meal with Miss Aai Value Rooms Location Cleanliness Service Sleep Quality"
Ali hassan,25-Nov,"Thank you for your heartfelt praise and blessings, and the top-notch Mount Umr Marriott with luxurious service and a magnificent grounds view, unforgettable comfort and luxury"
Passenger62271517207,25-Nov,"Breakfast very nice, clean, well-stocked and diverse, service of the youth with honey God gives them well-being, underestimates repeat visits, and food is delicious Value Rooms Location Cleanliness Service Sleep Quality"
Abdul Sami,25-Nov,"Not the Marriott we hoped & Paid for Stayed for the night of October 31 & November 1, 2025 Not the Marriott we hoped and paid for. While hotel lobby looks grand but one can’t help and notice the condition of the lobby carpet which is worn out and stained. Same in rooms. Carpet there was no better than rooms in any Motels. Went to front desk to exchange money and lady at the desk said that hotel is out of cash and I must go outside to exchange and that I will get better rate than the hotel. Not very professional approach Amenities in room and bathroom were good but microwave must be in the room. Duvet insert was discussing. See the pictures. Can’t believe that Marriott standard fall so much. Few bright spots during our stay. Breakfast was very good along with friendly staffs there. Location was close enough and there was free cart service for the guests which was nice touch. In my opinion hotel in need of renovation especially carpet in rooms and lobby. Reception desk is huge but mostly one to two staff which are not good enough for check in/out time. Parking is expensive. Insider tip: Check your Duvet"
Gul K,25-Nov,"Mr samer and mamunur rashid was very helpful, great hospitality and customer service. Friendly and attentive. Very pleased with our stay definitely would recommend"
Sightseer64441174275,25-Nov,"Very helpful Hamza Rashid / Rashid and Sumir, beautiful crew and a spirit of cooperation. God bless you with an air of openness and a sense of confidence and mercy Value Rooms Location Cleanliness Service Sleep Quality"
Muhammad G,25-Nov,Women named Ayah at the coffee shop always so sincere and served everyone with a smile and gave a free coffee on the house because i love coffee. Jazakallah khair
M. Omar,25-Nov,"Mr. Muhammad was the Karak Maker. The Karak here is amazing. In my opinion, the karak here is one of the best that I ever experienced in GCC!! Value Rooms Location Cleanliness Service Sleep Quality"
salma b,25-Oct,"Very good stay in the hotel Marriot. I thank Rasheed Shafi, Azam, Aya and Anwar for their Welcoming and kindness. They were there throughout the stay to be best accompanied during our stay."
